athlete,sport,substance_reason,sanction_terms,sanction_date,support_personnel,multiple_sports,paralympic
"mcgillivray, deanna",team handball,"trenbolone, epitrenbolone",2-year suspension - loss of results,2015-04-02,FALSE,FALSE,FALSE
"mutinda, joseph",track & field,"19-norandrosterone, epo, furosemide",3-year suspension - loss of results,2015-03-25,FALSE,FALSE,FALSE
"odesnik, wayne",tennis,"methenolone, androst-(2,3)-en-17-one, and ghrp-6",15-year suspension - loss of results,2015-03-18,FALSE,FALSE,FALSE
"ketema asfaw, atalelech",track & field,ephedrine,2-year suspension - loss of results,2015-03-12,FALSE,FALSE,FALSE
"leinders, geert",cycling - athlete support personnel,"non-analytical: possession, trafficking, and administration",lifetime suspension,2015-01-22,TRUE,FALSE,FALSE
"north, jonathan",weightlifting,non-analytical: 3 whereabouts failures,2-year suspension - loss of results; sanction tolled due to retirement; unretired - eligible to compete starting 2/1/2019,2015-01-22,FALSE,FALSE,FALSE
"poole, quintaveon",track & field,methylhexaneamine,6-month suspension - loss of results,2015-01-20,FALSE,FALSE,FALSE
"anderson, kristi",track & field,androgenic anabolic steroid,1-year suspension - loss of results,2014-12-23,FALSE,FALSE,FALSE
"mcpherson, inika",track & field,benzoylecgonine,21-month suspension - loss of results,2014-12-19,FALSE,FALSE,FALSE
"drummond, jon",track & field - athlete support personnel,"non-analytical: possession, trafficking, and administration",8-year suspension,2014-12-17,TRUE,FALSE,FALSE
"estima, braulio",brazilian jiu-jitsu,methylhexaneamine,2-year suspension - loss of results,2014-11-25,FALSE,FALSE,FALSE
"carlin, nikki",weightlifting,"clenbuterol, and oxandrolone and its metabolite",2-year suspension - loss of results; sanction tolled due to a whereabouts compliance failure,2014-11-14,FALSE,FALSE,FALSE
"perkins, ravaughn",wrestling,furosemide,6-month suspension - loss of results,2014-10-16,FALSE,FALSE,FALSE
"erickson, sarah",ice hockey,non-analytical: 3 whereabouts failures,1-year suspension - loss of results,2014-10-13,FALSE,FALSE,FALSE
"dana, ryan",weightlifting,androgenic anabolic steroid,21-month suspension - loss of results,2014-10-09,FALSE,FALSE,FALSE
"o'hara, damian",judo,"methylclostebol, promagnon",1-year suspension - loss of results,2014-10-08,FALSE,FALSE,FALSE
"spearmon, jr., wallace",track & field,methylprednisolone,3-month suspension - loss of results,2014-09-19,FALSE,FALSE,FALSE
"martin, james",cycling,non-analytical: failure to appear to sample collection,2-year suspension - loss of results,2014-08-19,FALSE,FALSE,FALSE
"loader, logan",cycling,methylhexaneamine,8-month suspension - loss of results; sanction tolled due to retirement,2014-07-16,FALSE,FALSE,FALSE
"ives, kevin",bobsled and skeleton,non-analytical: 3 whereabouts failures,1-year suspension - loss of results,2014-07-08,FALSE,TRUE,FALSE
"hicks, jeremy",track & field,non-analytical: 3 whereabouts failures,1-year suspension - loss of results,2014-06-20,FALSE,FALSE,FALSE
"trojan, nicholas",rowing,methylphenidate and its metabolite,9-month suspension - loss of results,2014-06-11,FALSE,FALSE,FALSE
"dixon, reginald",track & field,non-analytical: 3 whereabouts failures,1-year suspension - loss of results,2014-06-06,FALSE,FALSE,FALSE
"blanc, obenson",wrestling,ostarine,2-year suspension - loss of results,2014-05-15,FALSE,FALSE,FALSE
"robertson, todd",cycling,modafinil,8-year suspension - loss of results; second violation,2014-05-08,FALSE,FALSE,FALSE
"gay, tyson",track & field,androgenic anabolic steroid,2-year suspension with 1 year reduction - loss of results,2014-05-02,FALSE,FALSE,FALSE
"koon, paul",boxing,non-analytical: 3 whereabouts failures,2-year suspension - loss of results,2014-04-28,FALSE,FALSE,FALSE
"davis, walter",track & field,non-analytical: 3 whereabouts failures,1-year suspension - loss of results,2014-04-21,FALSE,FALSE,FALSE
"carnes, andrew",track & field,"non-analytical: possession, use and possession (epo)",2-year suspension - loss of results,2014-04-18,FALSE,FALSE,FALSE
"lemos garcia, gabrielle",brazilian jiu-jitsu,clomiphene,loss of results,2014-03-26,FALSE,FALSE,FALSE
"o'keefe, shannon",bowling,clomiphene,public warning,2014-03-14,FALSE,FALSE,FALSE
"atkinson, annie",judo,"hydrochlorothiazide, chlorothiazide, triamterene, 4-hydroxytriamterene",3-month suspension - loss of results,2014-02-28,FALSE,FALSE,FALSE
"perry, brett",speedskating,methylphenidate and its metabolite,9-month suspension - loss of results,2014-02-26,FALSE,FALSE,FALSE
"beyene, hirut",track & field,methylhexaneamine,4 month suspension - loss of results,2014-02-21,FALSE,FALSE,FALSE
"marte, cesar",cycling,modafinil,2-year suspension - loss of results,2014-02-03,FALSE,FALSE,FALSE
"baker, daniel",cycling,androgenic anabolic steroid,2-year suspension - loss of results,2014-01-24,FALSE,FALSE,FALSE
"robles, sarah",weightlifting,androgenic anabolic steroid,2-year suspension - loss of results,2014-01-14,FALSE,FALSE,FALSE
"leduc, david",cycling,"androgenic anabolic steroid,  erythropoietin (epo) and amphetamine",2-year suspension - loss of results,2013-12-30,FALSE,FALSE,FALSE
"klineman, alexandra",volleyball,androgenic anabolic steroid,13-month suspension - loss of results,2013-12-20,FALSE,FALSE,FALSE
"akor, mary",track & field,clenbuterol,2-year suspension - loss of results,2013-12-18,FALSE,FALSE,FALSE
"rogers, jason",cycling,methylhexaneamine,9-month suspension - loss of results,2013-11-27,FALSE,FALSE,FALSE
"meeker, richard",cycling,19-norandrosterone (19-na) and 19-noretiocholanolone,2-year suspension - loss of results,2013-11-26,FALSE,FALSE,FALSE
"morelli, shawn",paralympic cycling,methylhexaneamine,180 day suspension - loss of results,2013-11-15,FALSE,FALSE,TRUE
"camarena-williams, jillian",track & field,clomiphene,6-month suspension - loss of results,2013-10-04,FALSE,FALSE,FALSE
"crouse, camdin",paralympic track & field,amphetamine and methylhexaneamine,2-year suspension - loss of results; sanction extended due to a whereabouts compliance failure,2013-09-23,FALSE,FALSE,TRUE
"walden, spencer",track & field,cannabinoids,6-month suspension with 3-month deferral - loss of results,2013-09-20,FALSE,FALSE,FALSE
"bradley, dominique",wrestling,methylhexaneamine,8-month suspension - loss of results,2013-09-06,FALSE,FALSE,FALSE
"aira, yoelkis",cycling,phentermine,2-year suspension - loss of results,2013-09-05,FALSE,FALSE,FALSE
"ramos, don",weightlifting,androgenic anabolic steroid,2-year suspension - loss of results,2013-08-30,FALSE,FALSE,FALSE
"flood, gregory",rowing,glycerol,public warning - loss of results,2013-08-20,FALSE,FALSE,FALSE
"petrucci, frank",rowing,glycerol,public warning - loss of results,2013-08-20,FALSE,FALSE,FALSE
"klier, andreas",cycling,"non-analytical: use (epo, hgh, cortisone, blood tranfusions)",6-month suspension - loss of results,2013-08-15,FALSE,FALSE,FALSE
"dyer, kristopher",weightlifting,methylhexaneamine,9-month suspension - loss of results,2013-08-09,FALSE,FALSE,FALSE
"wilhelm, brian",weightlifting,methylhexaneamine,9-month suspension - loss of results,2013-08-08,FALSE,FALSE,FALSE
"teeple, sloan","cycling, triathlon",androgenic anabolic steroid,18-month suspension - loss of results,2013-06-28,FALSE,TRUE,FALSE
"anwar, abdallah",paralympic boccia,hydrochlorothiazide and chlorothiazide,public warning,2013-06-20,FALSE,FALSE,TRUE
"ostrowski, cameron",track & field,methylhexaneamine,2-year suspension with 1 year reduction - loss of results,2013-06-07,FALSE,FALSE,FALSE
"downing, trey",track & field,non-analytical: refusal to submit to sample collection,18-month suspension - loss of results,2013-05-31,FALSE,FALSE,FALSE
"flanagan, tyler",skiing and snowboarding,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results; sanction tolled,2013-05-09,FALSE,TRUE,FALSE
"pol rodriguez, yosmani",cycling,dexamethasone,2-year suspension - loss of results,2013-04-19,FALSE,FALSE,FALSE
"crawford, shawn",track & field,non-analytical: 3 whereabouts failures,2-year suspension - loss of results,2013-04-18,FALSE,FALSE,FALSE
"morales, erik",professional boxing,clenbuterol,2-year suspension - loss of results,2013-03-22,FALSE,FALSE,FALSE
"hersey, mike",paralympic sailing,hydrochlorothiazide and chlorothiazide,public warning,2013-03-12,FALSE,FALSE,TRUE
"wenzel, roger",track & field,androgenic anabolic steroid and modafinil,2-year suspension - loss of results,2013-03-08,FALSE,FALSE,FALSE
"aldredge, graham",cycling,non-analytical: failure to appear to sample collection,16-month suspension - loss of results,2013-02-22,FALSE,FALSE,FALSE
"jay-rayon, cyril",cycling,modafinil,18-month suspension - loss of results,2012-12-31,FALSE,FALSE,FALSE
"hall, joseph",shooting,19-norandrosterone (19-na) and 19-noretiocholanolone,1-year suspension - loss of results,2012-12-21,FALSE,FALSE,FALSE
"vessey, maggie",track & field,canrenone,public warning - loss of results,2012-12-21,FALSE,FALSE,FALSE
"hesch, christian",track & field,non-analytical: use (epo),2-year suspension with 6 month reduction - loss of results,2012-12-14,FALSE,FALSE,FALSE
"fretta, mark",triathlon,abp and non-analytical: use (epo),4-year suspension - loss of results,2012-11-09,FALSE,FALSE,FALSE
"barry, michael",cycling,"non-analytical: use (epo, hgh, testosterone)",6-month suspension - loss of results,2012-10-10,FALSE,FALSE,FALSE
"danielson, tom",cycling,"non-analytical: use (epo, hgh, testosterone, cortisone, blood transfusions)",6-month suspension - loss of results,2012-10-10,FALSE,FALSE,FALSE
"hincapie, george",cycling,"non-analytical: use (epo, hgh, testosterone, blood transfusions)",6-month suspension - loss of results,2012-10-10,FALSE,FALSE,FALSE
"leipheimer, levi",cycling,"non-analytical: use (epo, testosterone, blood transfusions)",6-month suspension - loss of results,2012-10-10,FALSE,FALSE,FALSE
"vande velde, christian",cycling,"non-analytical: use (epo, hgh, testosterone, cortisone)",6-month suspension - loss of results,2012-10-10,FALSE,FALSE,FALSE
"zabriskie, david",cycling,"non-analytical: use (epo, hgh, testosterone)",6-month suspension - loss of results,2012-10-10,FALSE,FALSE,FALSE
"cruz, julio",cycling,methylhexaneamine,6-month suspension - loss of results,2012-09-14,FALSE,FALSE,FALSE
"dunn anderson, debbie",track & field,androgenic anabolic steroid,2-year suspension - loss of results,2012-09-11,FALSE,FALSE,FALSE
"guarini, gabriele",cycling,erythropoietin (epo),2-year suspension - loss of results,2012-09-07,FALSE,FALSE,FALSE
"andrus, steven",wrestling,cannabinoids & amphetamine,1-year suspension - loss of results,2012-08-31,FALSE,FALSE,FALSE
"lopez, cesar",cycling,cannabinoids,3-month suspension with 3-month deferral - loss of results,2012-08-31,FALSE,FALSE,FALSE
"armstrong, lance",cycling,"non-analytical: use, possession, trafficking, administration and complicity",lifetime suspension - loss of results,2012-08-24,FALSE,FALSE,FALSE
"bascio, monica","paralympic nordic skiing, paralympic cycling",tuaminoheptane,3-month suspension - loss of results,2012-08-15,FALSE,TRUE,TRUE
"brown, matthew",paralympic track & field,hydrochlorothiazide & chlorothiazide,1-year suspension - loss of results; second violation,2012-08-03,FALSE,FALSE,TRUE
"anthony, david",cycling,erythropoietin (epo),2-year suspension - loss of results,2012-07-25,FALSE,FALSE,FALSE
"fletcher, mark",judo,cannabinoids,3-month suspension - loss of results,2012-07-18,FALSE,FALSE,FALSE
"gilbert, joshua",weightlifting,furosemide and non-analytical: refusal to submit to sample collection,3-year suspension - loss of results,2012-07-17,FALSE,FALSE,FALSE
"ferrari, michele",cycling - athlete support personnel,non-analytical,lifetime suspension,2012-07-10,TRUE,FALSE,FALSE
"solo, hope",soccer,canrenone,public warning,2012-07-09,FALSE,FALSE,FALSE
"lee, stephany",wrestling,cannabinoids,1-year suspension - loss of results; second violation,2012-06-28,FALSE,FALSE,FALSE
"madsen, angela","paralympic track & field, paralympic rowing",fentanyl,public warning - loss of results,2012-06-22,FALSE,TRUE,TRUE
"stacy, shelby",cycling,methylhexaneamine,6-month suspension - loss of results,2012-06-16,FALSE,FALSE,FALSE
"shields, jerry",paralympic archery,"hydrochlorothiazide, chlorothiazide, triamterene and labetalol",public warning - loss of results,2012-04-27,FALSE,FALSE,TRUE
"lock, jane",judo,non-analytical: 3 whereabouts failures,2-year suspension - loss of results,2012-04-20,FALSE,FALSE,FALSE
"mendes, patrick",weightlifting,human growth hormone (hgh),2-year suspension - loss of results,2012-04-16,FALSE,FALSE,FALSE
"kochem, matt",rowing,non-analytical: 3 whereabouts failures,1-year suspension - loss of results,2012-04-13,FALSE,FALSE,FALSE
"robertson, todd",cycling,erythropoietin (epo),2-year suspension with 9 month reduction - loss of results,2012-03-30,FALSE,FALSE,FALSE
"rodgers, michael",track & field,methylhexaneamine,9-month suspension - loss of results,2012-03-01,FALSE,FALSE,FALSE
"thompson, lenroy",boxing,non-analytical: 3 whereabouts failures,1-year suspension - loss of results,2012-02-26,FALSE,FALSE,FALSE
"arias, luis",boxing,non-analytical: 3 whereabouts failures,1-year suspension - loss of results,2012-02-24,FALSE,FALSE,FALSE
"brandt-sorenson, nick",cycling,efaproxiral,2-year suspension - loss of results,2012-01-13,FALSE,FALSE,FALSE
"bates, jessie",taekwondo,methylhexaneamine,1-year suspension with 2-month reduction - loss of results,2011-12-05,FALSE,FALSE,FALSE
"allen, damon",boxing,furosemide,6-month suspension - loss of results,2011-11-29,FALSE,FALSE,FALSE
"spuehler, pamela",field hockey,canrenone,2-month suspension - loss of results,2011-11-23,FALSE,FALSE,FALSE
"diamond, michael",cycling,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results,2011-11-18,FALSE,FALSE,FALSE
"tadd, nathaniel",taekwondo,methylhexaneamine,2-year suspension - loss of results; sanction was tolled due to whereabouts compliance failure,2011-11-17,FALSE,FALSE,FALSE
"kieser, frederic",track & field,methylhexaneamine,8-month suspension - loss of results,2011-10-27,FALSE,FALSE,FALSE
"miller, michael",cycling,methylhexaneamine,8 month suspension - loss of results,2011-10-26,FALSE,FALSE,FALSE
"duhon, byron",track & field,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results,2011-10-25,FALSE,FALSE,FALSE
"papp, joseph",cycling,non-analytical: distributing,lifetime suspension with reduction to 8-year suspension - loss of results; second violation,2011-10-21,FALSE,FALSE,FALSE
"jager, kathleen",track & field,androgenic anabolic steroid,2-year suspension - loss of results,2011-10-18,FALSE,FALSE,FALSE
"hunter, michael",boxing,cannabinoids,3-month suspension with 3-month deferral - loss of results,2011-10-11,FALSE,FALSE,FALSE
"lorenz, john",wrestling,clomiphene,2-year suspension - loss of results,2011-10-10,FALSE,FALSE,FALSE
"dibuono, matthew",track & field,androgenic anabolic steroid,4-year suspension - loss of results,2011-10-07,FALSE,FALSE,FALSE
"hernandez, roger",cycling,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results,2011-10-06,FALSE,FALSE,FALSE
"shumaker, stephen",track & field,androgenic anabolic steroid,2-year suspension - loss of results,2011-09-30,FALSE,FALSE,FALSE
"clinger, david",cycling,clenbuterol,lifetime suspension - loss of results; second violation,2011-08-12,FALSE,FALSE,FALSE
"dodson, amy","paralympic track & field, paralympic triathlon",oxilofrine,6-month suspension - loss of results,2011-07-22,FALSE,TRUE,TRUE
"brown, matthew",paralympic track & field,cannabinoids,3-month suspension with 3-month deferral - loss of results,2011-07-18,FALSE,FALSE,TRUE
"webster, joshua",cycling,methylhexaneamine & phenpromethamine,2-year suspension - loss of results,2011-07-15,FALSE,FALSE,FALSE
"reis, fernando",weightlifting,methylhexaneamine,6-month suspension - loss of results,2011-07-14,FALSE,FALSE,FALSE
"quintero, lisban",cycling,19-norandrosterone (19-na) and 19-noretiocholanolone,2-year suspension - loss of results,2011-07-01,FALSE,FALSE,FALSE
"jones, harrison",diving,cannabinoids,1-year suspension - loss of results,2011-06-17,FALSE,FALSE,FALSE
"zajicek, philip",cycling,non-analytical: purchase (epo),lifetime suspension - loss of results; second violation,2011-06-10,FALSE,FALSE,FALSE
"nguyen, jonathan",taekwondo,methylhexaneamine,6-month suspension - loss of results,2011-05-27,FALSE,FALSE,FALSE
"freeman, thomas",track & field,cannabinoids,1-year suspension - loss of results; second violation,2011-05-26,FALSE,FALSE,FALSE
"cannell, peter",cycling,drostanolone,2-year suspension - loss of results,2011-04-08,FALSE,FALSE,FALSE
"tilin, andrew",cycling,non-analytical: use (testosterone & dhea),2-year suspension - loss of results,2011-04-01,FALSE,FALSE,FALSE
"block, mark",track & field - athlete support personnel,non-anatlyical: administration and trafficking,10 year suspension,2011-03-17,TRUE,FALSE,FALSE
"coyle, chuck",cycling,"non-analytical: possession, use and possession (epo, igf-1)",2-year suspension - loss of results,2010-11-24,FALSE,FALSE,FALSE
"schubel, neal",cycling,"non-analytical: purchase, possession and use (epo)",2-year suspension - loss of results,2010-11-24,FALSE,FALSE,FALSE
"clay, ramon",track & field,non-analytical: use and possession,2-year suspension - loss of results,2010-10-22,FALSE,FALSE,FALSE
"merritt, lashawn",track & field,androgenic anabolic steroid,21-month suspension - loss of results,2010-10-18,FALSE,FALSE,FALSE
"o'bee, kirk",cycling,erythropoietin (epo),lifetime - loss of results; second violation,2010-10-06,FALSE,FALSE,FALSE
"mahoney, sean",swimming,methylhexaneamine,6-month suspension - loss of results,2010-10-01,FALSE,FALSE,FALSE
"chodroff, jonathan",cycling,non-analytical: use and possession (epo),2-year suspension - loss of results,2010-09-17,FALSE,FALSE,FALSE
"goff, tyler",speedskating,non-analytical: 3 whereabouts failures,1-year suspension - loss of results,2010-09-13,FALSE,FALSE,FALSE
"dickey, duane",cycling,"non-analytical: refusal to submit to sample collection, possession and use (epo)",lifetime suspension - loss of results,2010-09-10,FALSE,FALSE,FALSE
"lukezic, chris",track & field,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results,2010-09-02,FALSE,FALSE,FALSE
"jelks, mark",track & field,non-analytical: 3 whereabouts failures,2-year suspension - loss of results,2010-08-30,FALSE,FALSE,FALSE
"barnette, brandon",roller sports,non-analytical: 3 whereabouts failures,1-year suspension - loss of results,2010-08-25,FALSE,FALSE,FALSE
"wilmoth, joel",paralympic rugby,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results,2010-08-09,FALSE,FALSE,TRUE
"devine, matthew",weightlifting,androgenic anabolic steroid,2-year suspension - loss of results,2010-07-16,FALSE,FALSE,FALSE
"stewart, raymond",track & field - athlete support personnel,non-analytical: trafficking and administering,lifetime suspension,2010-06-28,TRUE,FALSE,FALSE
"cochran, jerren",boxing,furosemide,2-year suspension - loss of results,2010-06-11,FALSE,FALSE,FALSE
"gomez, jesus",boxing,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results,2010-06-10,FALSE,FALSE,FALSE
"cosby-toruga, jessica",track & field,hydrochlorothiazide & chlorothiazide,4 month suspension - loss of results,2010-05-10,FALSE,FALSE,FALSE
"jones, randy",bobsled and skeleton,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results,2010-04-26,FALSE,TRUE,FALSE
"jones, harrison",diving,cannabinoids,3-month suspension with 3-month deferral - loss of results,2010-04-13,FALSE,FALSE,FALSE
"zirbel, tom",cycling,androgenic anabolic steroid,2-year sanction with 30% reduction - loss of results,2010-04-02,FALSE,FALSE,FALSE
"clinger, david",cycling,androgenic anabolic steroid and modafinil,2-year suspension - loss of results,2010-03-19,FALSE,FALSE,FALSE
"barnwell, val",track & field,testosterone prohormones,2-year suspension - loss of results,2010-03-03,FALSE,FALSE,FALSE
"ross, duane",track & field,non-analytical positive,2-year suspension - loss of results,2010-02-05,FALSE,FALSE,FALSE
"cox, crystal",track & field,non-analytical: use,4-year suspension - loss of results; second violation,2010-01-29,FALSE,FALSE,FALSE
"ellenwood, garfield",track & field,non-analytical,2-year suspension - loss of results,2010-01-28,FALSE,FALSE,FALSE
"o'neil, joshua",judo,methylphenidate metabolite ritalinic acid,2-year suspension - loss of results,2009-12-17,FALSE,FALSE,FALSE
"williams, kenneth",cycling,androgenic anabolic steroid,2-year suspension - loss of results  suspension extended 103 days,2009-12-03,FALSE,FALSE,FALSE
"comardo, mitch",cycling,"tamoxifen and its metabolite, anastrozole, letrozole, human chorionic gonadotrophin (hcg), and clomiphene",2-year suspension - loss of results,2009-10-06,FALSE,FALSE,FALSE
"manning, joy",team handball,cannabinoids,2-year suspension - loss of results,2009-09-07,FALSE,FALSE,FALSE
"hamilton, tyler",cycling,androgenic anabolic steroid,8-year suspension - loss of results; second violation,2009-06-16,FALSE,FALSE,FALSE
"lee, stephany",wrestling,cannabinoids,3-month suspension with 3-month deferral - loss of results,2009-05-13,FALSE,FALSE,FALSE
"freeman, thomas",track & field,cannabinoids,3-month suspension with 3-month deferral - loss of results,2009-04-16,FALSE,FALSE,FALSE
"burns, samuel",rowing,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results,2009-04-10,FALSE,FALSE,FALSE
"vaden, jordan",track & field,stanozolol metabolites,2-year suspension - loss of results,2009-02-06,FALSE,FALSE,FALSE
"sagmeister, leann",paralympic track & field,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results,2009-01-29,FALSE,FALSE,TRUE
"pope, mitchell",track & field,boldenone metabolite,2-year suspension - loss of results,2009-01-23,FALSE,FALSE,FALSE
"leogrande, kayle",cycling,non-analytical: use (epo),2-year suspension - loss of results,2008-12-01,FALSE,FALSE,FALSE
"graham, trevor",track & field - athlete support personnel,non-analytical,lifetime suspension,2008-07-15,TRUE,FALSE,FALSE
"alfred, stephen",cycling,non-analytical: refusal to submit to sample collection,lifetime suspension; third violation,2008-02-05,FALSE,FALSE,FALSE
"bell, kenwood (kenta)",track & field,methylprednisolone,3-month suspension with 3-month deferral - loss of results,2007-07-30,FALSE,FALSE,FALSE
"papp, joseph",cycling,non-analytical positive,2-year suspension - loss of results,2007-05-25,FALSE,FALSE,FALSE
"korchemny, remi",track & field - athlete support personnel,non-analytical,lifetime suspension,2007-03-12,TRUE,FALSE,FALSE
"alfred, stephen",cycling,androgenic anabolic steroid & human chorionic gonadotrophin (hcg),8-year suspension - loss of results,2007-02-02,FALSE,FALSE,FALSE
"hamilton, tyler","cycling, triathlon",blood transfusion,2-year suspension - loss of results,2006-02-11,FALSE,TRUE,FALSE
"zajicek, philip",cycling,cathine (norpseudoephedrine),public warning - loss of results,2004-10-13,FALSE,FALSE,FALSE
"cox, crystal",track & field,ephedrine,public warning - loss of results,2002-10-17,FALSE,FALSE,FALSE
"dickey, duane",cycling,"phentermine, boldenone and nandrolone",1-year suspension - loss of results,2002-08-30,FALSE,FALSE,FALSE
"o'bee, kirk",cycling,elevated t/e,1-year suspension - loss of results,2002-07-18,FALSE,FALSE,FALSE
"dees, tony",track & field,19-norandrosterone (19-na)and 19-noretiocholanolone,lifetime suspension - loss of results; second violation,2001-09-17,FALSE,FALSE,FALSE
"prempeh, ernest",weightlifting,"dhcmt, androgenic anabolic steroids; non-analytical: violation of period of ineligibility",4-year suspension; loss of results; sanction tolled due to retirement; additional 4-year suspension,2022-02-04,FALSE,FALSE,FALSE
"ngetich, eliud",track & field,nandrolone,1-year suspension; loss of results,2022-01-25,FALSE,FALSE,FALSE
"gehm, zach",track & field,"1,4‐dimethylpentylamine (1,4‐dmpa)",2-year suspension; loss of results; additional 3 months of suspension,2021-05-17,FALSE,FALSE,FALSE
"hudson, ryan",weightlifting,dehydrochloromethyltestosterone (dhcmt),8-year suspension; loss of results,2020-11-04,FALSE,FALSE,FALSE
"paparella, flavia",cycling,vilanterol,6-month suspension; loss of results - sanction reduced,2021-01-05,FALSE,FALSE,FALSE
"murdock, vince",mixed martial arts,gw1516,20-month suspension - sanction reduced,2020-08-26,FALSE,FALSE,FALSE
"rante, danielle",weightlifting,19-norandrosterone (19-na),4-year suspension; loss of results - sanction reduced,2022-11-03,FALSE,FALSE,FALSE
"werdum, fabricio",mixed martial arts,trenbolone,2-year suspension - sanction reduced,2020-01-16,FALSE,FALSE,FALSE
"jones, stirley",paralympic track & field,stanozolol,4-year suspension; loss of results,2019-12-16,FALSE,FALSE,TRUE
"hay, amy",weightlifting,ostarine,2-year suspension; loss of results; sanction reduced; unretired - eligible to compete starting 07/25/2020,2019-12-16,FALSE,FALSE,FALSE
"orbon, joane",karate,lgd-4033,9-month suspension; loss of results,2019-09-10,FALSE,FALSE,FALSE
"ribas, amanda",mixed martial arts,ostarine,2-year suspension - sanction reduced,2019-05-03,FALSE,FALSE,FALSE
"saccente, nicholas",weightlifting,androgenic anabolic steroid; boldenone,4-year suspension - loss of results; additional 4 months of suspension - loss of results; sanction tolled due to retirement,2018-12-11,FALSE,FALSE,FALSE
"miyao, paulo",brazilian jiu-jitsu,clomiphene,2-year suspension - loss of results; additional 3 months of suspension - loss of results,2018-11-27,FALSE,FALSE,FALSE
"garcia del moral, luis",cycling - athlete support personnel,non-analytical,5-year suspension,2018-10-26,TRUE,FALSE,FALSE
"bruyneel, johan",cycling - athlete support personnel,non-analytical: administration and trafficking,lifetime suspension,2018-10-24,TRUE,FALSE,FALSE
"celaya lazama, pedro",cycling - athlete support personnel,non-analytical,lifetime suspension,2018-10-24,TRUE,FALSE,FALSE
"marti, jose",cycling - athlete support personnel,non-analytical,15-year suspension,2018-10-24,TRUE,FALSE,FALSE
"moffett, shaun",cycling,testosterone and clomiphene; non-analytical: violation of period of ineligibility,21-month suspension - loss of results; additional 3 months of suspension - loss of results,2018-10-19,FALSE,FALSE,FALSE
"hunter, adam",mixed martial arts,"tamoxifen; boldenone, methandienone, drostanolone, and clenbuterol",2-year suspension - loss of results - additional loss of results,2018-09-26,FALSE,FALSE,FALSE
"bailey, ryan","bobsled and skeleton, track & field","1,3-dimethylbutylamine (dmba)",2-year suspension with 161 day credit - loss of results,2017-12-01,FALSE,TRUE,FALSE
"thomas, tammy",cycling,norbolethone,lifetime ban - loss of results - sanction reduced,2017-02-13,FALSE,FALSE,FALSE
"tovar, oscar",cycling,androgenic anabolic steroid,2-year suspension - loss of results - additional results disqualified,2016-10-04,FALSE,FALSE,FALSE
"fischbach, dylan",paralympic basketball,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results - additional results disqualified,2016-04-11,FALSE,FALSE,TRUE
"lea, robert",cycling,noroxycodone,6-month suspension - loss of results,2016-02-25,FALSE,FALSE,FALSE
"trafeh, mohamed",track & field,"non-analytical: use and possession (epo), and evading sample collection",4-year suspension - loss of results,2015-08-25,FALSE,FALSE,FALSE
"dotti, juan pablo",cycling,androgenic anabolic steroid & amphetamine,2-year suspension - loss of results;  2-year suspension restarted - loss of results,2013-06-05,FALSE,FALSE,FALSE
"oliveira, flavia",cycling,oxilofrine,18-month suspension - loss of results,2010-12-10,FALSE,FALSE,FALSE
"young, jerome",track & field,erythropoietin (epo) and non-analytical: use (epo & hgh),lifetime suspension - loss of results,2008-06-17,FALSE,FALSE,FALSE
"allison, kyler",bobsled,non-analytical: refusal to submit to sample collection,4-year suspension; loss of results; sanction tolled due to retirement,2019-10-09,FALSE,TRUE,FALSE
"allison, kyler",skeleton,non-analytical: refusal to submit to sample collection,4-year suspension; loss of results; sanction tolled due to retirement,2019-10-09,FALSE,TRUE,FALSE
"blandford, jenna",cycling,"non-analytical: use and possession (testosterone, hgh and oxandrolone)",4-year suspension - loss of results,2017-11-28,FALSE,TRUE,FALSE
"blandford, jenna",triathlon,"non-analytical: use and possession (testosterone, hgh and oxandrolone)",4-year suspension - loss of results,2017-11-28,FALSE,TRUE,FALSE
"cruse, j.c.",bobsled,dimethylbutylamine (dmba),16-month suspension - loss of results,2017-07-20,FALSE,TRUE,FALSE
"cruse, j.c.",skeleton,dimethylbutylamine (dmba),16-month suspension - loss of results,2017-07-20,FALSE,TRUE,FALSE
"schrodt, patrick ""dillon""",bobsled,dimethylbutylamine (dmba),16-month suspension - loss of results,2017-04-06,FALSE,TRUE,FALSE
"schrodt, patrick ""dillon""",skeleton,dimethylbutylamine (dmba),16-month suspension - loss of results,2017-04-06,FALSE,TRUE,FALSE
"green, roderick",paralympic track & field,ostarine,9-month suspension - loss of results,2017-03-14,FALSE,TRUE,TRUE
"green, roderick",paralympic volleyball,ostarine,9-month suspension - loss of results,2017-03-14,FALSE,TRUE,TRUE
